SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
15648,4/16/20,Chongqing,Mainland China,4/16/20 23:38,579,6,570
15649,4/16/20,Colorado,US,4/16/20 23:38,8286,355,0
15650,4/16/20,Connecticut,US,4/16/20 23:38,15884,971,0
15651,4/16/20,Curacao,Netherlands,4/16/20 23:38,14,1,10
15652,4/16/20,Delaware,US,4/16/20 23:38,2070,55,0
15653,4/16/20,Diamond Princess cruise ship,US,4/16/20 23:38,49,0,0
15654,4/16/20,District of Columbia,US,4/16/20 23:38,2350,81,0
15655,4/16/20,Falkland Islands (Malvinas),UK,4/16/20 23:38,11,0,1
15656,4/16/20,Faroe Islands,Denmark,4/16/20 23:38,184,0,169
15657,4/16/20,Florida,US,4/16/20 23:38,23343,668,0
15658,4/16/20,French Guiana,France,4/16/20 23:38,86,0,51
15659,4/16/20,French Polynesia,France,4/16/20 23:38,55,0,0
15660,4/16/20,Fujian,Mainland China,4/16/20 23:38,353,1,333
15661,4/16/20,Gansu,Mainland China,4/16/20 23:38,139,2,137
15662,4/16/20,Georgia,US,4/16/20 23:38,15669,587,0
15663,4/16/20,Gibraltar,UK,4/16/20 23:38,131,0,104
15664,4/16/20,Grand Princess,Canada,4/16/20 23:38,13,0,0
15665,4/16/20,Grand Princess,US,4/16/20 23:38,103,0,0
15666,4/16/20,Greenland,Denmark,4/16/20 23:38,11,0,11
15667,4/16/20,Guadeloupe,France,4/16/20 23:38,145,8,67
15668,4/16/20,Guam,US,4/16/20 23:38,135,5,0
15669,4/16/20,Guangdong,Mainland China,4/16/20 23:38,1571,8,1471
15670,4/16/20,Guangxi,Mainland China,4/16/20 23:38,254,2,252
15671,4/16/20,Guizhou,Mainland China,4/16/20 23:38,146,2,144
15672,4/16/20,Hainan,Mainland China,4/16/20 23:38,168,6,162
15673,4/16/20,Hawaii,US,4/16/20 23:38,530,9,0
15674,4/16/20,Hebei,Mainland China,4/16/20 23:38,328,6,315
15675,4/16/20,Heilongjiang,Mainland China,4/16/20 23:38,861,13,471
15676,4/16/20,Henan,Mainland China,4/16/20 23:38,1276,22,1254
15677,4/16/20,Hong Kong,Hong Kong,4/16/20 23:38,1017,4,485
15678,4/16/20,Hubei,Mainland China,4/16/20 23:38,67803,3222,64435
15679,4/16/20,Hunan,Mainland China,4/16/20 23:38,1019,4,1014
15680,4/16/20,Idaho,US,4/16/20 23:38,1587,41,0
15681,4/16/20,Illinois,US,4/16/20 23:38,25734,1072,0
15682,4/16/20,Indiana,US,4/16/20 23:38,9542,477,0
15683,4/16/20,Inner Mongolia,Mainland China,4/16/20 23:38,193,1,94
15684,4/16/20,Iowa,US,4/16/20 23:38,2141,60,0
15685,4/16/20,Isle of Man,UK,4/16/20 23:38,284,4,154
15686,4/16/20,Jiangsu,Mainland China,4/16/20 23:38,653,0,642
15687,4/16/20,Jiangxi,Mainland China,4/16/20 23:38,937,1,936
15688,4/16/20,Jilin,Mainland China,4/16/20 23:38,102,1,96
15689,4/16/20,Kansas,US,4/16/20 23:38,1615,80,0
15690,4/16/20,Kentucky,US,4/16/20 23:38,2435,129,0
15691,4/16/20,Liaoning,Mainland China,4/16/20 23:38,145,2,140
15692,4/16/20,Louisiana,US,4/16/20 23:38,22532,1156,0
15693,4/16/20,Macau,Macau,4/16/20 23:38,45,0,16
15694,4/16/20,Maine,US,4/16/20 23:38,796,27,0
15695,4/16/20,Manitoba,Canada,4/16/20 23:38,250,5,0
15696,4/16/20,Martinique,France,4/16/20 23:38,158,8,73
15697,4/16/20,Maryland,US,4/16/20 23:38,10784,319,0
15698,4/16/20,Massachusetts,US,4/16/20 23:38,32181,1108,0
15699,4/16/20,Mayotte,France,4/16/20 23:38,233,3,69
15700,4/16/20,Michigan,US,4/16/20 23:38,28809,1996,0
15701,4/16/20,Minnesota,US,4/16/20 23:38,1809,87,0
15702,4/16/20,Mississippi,US,4/16/20 23:38,3624,129,0
15703,4/16/20,Missouri,US,4/16/20 23:38,5174,169,0
15704,4/16/20,Montana,US,4/16/20 23:38,415,7,0
15705,4/16/20,Montserrat,UK,4/16/20 23:38,11,0,1
15706,4/16/20,Nebraska,US,4/16/20 23:38,952,21,0
15707,4/16/20,Nevada,US,4/16/20 23:38,3214,137,0
15708,4/16/20,New Brunswick,Canada,4/16/20 23:38,117,0,0
15709,4/16/20,New Caledonia,France,4/16/20 23:38,18,0,1
15710,4/16/20,New Hampshire,US,4/16/20 23:38,1139,32,0
15711,4/16/20,New Jersey,US,4/16/20 23:38,75317,3518,0
15712,4/16/20,New Mexico,US,4/16/20 23:38,1484,36,0
15713,4/16/20,New South Wales,Australia,4/16/20 23:38,2897,25,4
15714,4/16/20,New York,US,4/16/20 23:38,223691,14832,0
15715,4/16/20,Newfoundland and Labrador,Canada,4/16/20 23:38,252,3,0
15716,4/16/20,Ningxia,Mainland China,4/16/20 23:38,75,0,75
15717,4/16/20,North Carolina,US,4/16/20 23:38,5639,150,0
15718,4/16/20,North Dakota,US,4/16/20 23:38,393,9,0
15719,4/16/20,Northern Mariana Islands,US,4/16/20 23:38,13,2,0
15720,4/16/20,Northern Territory,Australia,4/16/20 23:38,28,0,6
15721,4/16/20,Northwest Territories,Canada,4/16/20 23:38,5,0,0
15722,4/16/20,Nova Scotia,Canada,4/16/20 23:38,579,3,0
15723,4/16/20,Ohio,US,4/16/20 23:38,8414,407,0
15724,4/16/20,Oklahoma,US,4/16/20 23:38,2357,131,0
15725,4/16/20,Ontario,Canada,4/16/20 23:38,9840,490,0
15726,4/16/20,Oregon,US,4/16/20 23:38,1736,64,0
15727,4/16/20,Pennsylvania,US,4/16/20 23:38,28258,841,0
15728,4/16/20,Prince Edward Island,Canada,4/16/20 23:38,26,0,0
15729,4/16/20,Puerto Rico,US,4/16/20 23:38,1043,56,0
15730,4/16/20,Qinghai,Mainland China,4/16/20 23:38,18,0,18
15731,4/16/20,Quebec,Canada,4/16/20 23:38,15857,630,0
15732,4/16/20,Queensland,Australia,4/16/20 23:38,1001,5,442
15733,4/16/20,Recovered,Canada,4/16/20 23:38,0,0,9698
15734,4/16/20,Recovered,US,4/16/20 23:38,0,0,54703
15735,4/16/20,Reunion,France,4/16/20 23:38,394,0,237
15736,4/16/20,Rhode Island,US,4/16/20 23:38,3529,87,0
15737,4/16/20,Saint Barthelemy,France,4/16/20 23:38,6,0,4
15738,4/16/20,Saint Pierre and Miquelon,France,4/16/20 23:38,1,0,0
15739,4/16/20,Saskatchewan,Canada,4/16/20 23:38,305,4,0
15740,4/16/20,Shaanxi,Mainland China,4/16/20 23:38,256,3,251
15741,4/16/20,Shandong,Mainland China,4/16/20 23:38,784,7,761
15742,4/16/20,Shanghai,Mainland China,4/16/20 23:38,628,7,489
15743,4/16/20,Shanxi,Mainland China,4/16/20 23:38,194,0,135
15744,4/16/20,Sichuan,Mainland China,4/16/20 23:38,560,3,552
15745,4/16/20,Sint Maarten,Netherlands,4/16/20 23:38,57,9,12
15746,4/16/20,South Australia,Australia,4/16/20 23:38,433,4,279
15747,4/16/20,South Carolina,US,4/16/20 23:38,3931,111,0
15748,4/16/20,South Dakota,US,4/16/20 23:38,1311,7,0
15749,4/16/20,St Martin,France,4/16/20 23:38,35,2,13
15750,4/16/20,Tasmania,Australia,4/16/20 23:38,169,6,67
15751,4/16/20,Tennessee,US,4/16/20 23:38,6375,136,0
15752,4/16/20,Texas,US,4/16/20 23:38,16876,414,0
15753,4/16/20,Tianjin,Mainland China,4/16/20 23:38,186,3,172
15754,4/16/20,Tibet,Mainland China,4/16/20 23:38,1,0,1
15755,4/16/20,Turks and Caicos Islands,UK,4/16/20 23:38,11,1,0
15756,4/16/20,Utah,US,4/16/20 23:38,2683,20,0
15757,4/16/20,Vermont,US,4/16/20 23:38,774,33,0
15758,4/16/20,Victoria,Australia,4/16/20 23:38,1299,14,1137
15759,4/16/20,Virgin Islands,US,4/16/20 23:38,51,1,0
15760,4/16/20,Virginia,US,4/16/20 23:38,6889,208,0
15761,4/16/20,Washington,US,4/16/20 23:38,11057,579,0
15762,4/16/20,West Virginia,US,4/16/20 23:38,728,12,0
15763,4/16/20,Western Australia,Australia,4/16/20 23:38,532,6,338
15764,4/16/20,Wisconsin,US,4/16/20 23:38,3875,197,0
15765,4/16/20,Wyoming,US,4/16/20 23:38,296,2,0
15766,4/16/20,Xinjiang,Mainland China,4/16/20 23:38,76,3,73
15767,4/16/20,Yukon,Canada,4/16/20 23:38,8,0,0
15768,4/16/20,Yunnan,Mainland China,4/16/20 23:38,184,2,176
15769,4/16/20,Zhejiang,Mainland China,4/16/20 23:38,1268,1,1244
15770,4/17/20,,Afghanistan,4/17/20 23:38,906,30,99
15771,4/17/20,,Albania,4/17/20 23:38,539,26,283
15772,4/17/20,,Algeria,4/17/20 23:38,2418,364,846
15773,4/17/20,,Andorra,4/17/20 23:38,696,35,191
15774,4/17/20,,Angola,4/17/20 23:38,19,2,5
15775,4/17/20,,Antigua and Barbuda,4/17/20 23:38,23,3,3
15776,4/17/20,,Argentina,4/17/20 23:38,2669,123,666
15777,4/17/20,,Armenia,4/17/20 23:38,1201,19,402
15778,4/17/20,,Austria,4/17/20 23:38,14595,431,9704
15779,4/17/20,,Azerbaijan,4/17/20 23:38,1340,15,528
15780,4/17/20,,Bahamas,4/17/20 23:38,54,9,6
15781,4/17/20,,Bahrain,4/17/20 23:38,1740,7,725
15782,4/17/20,,Bangladesh,4/17/20 23:38,1838,75,58
15783,4/17/20,,Barbados,4/17/20 23:38,75,5,15
15784,4/17/20,,Belarus,4/17/20 23:38,4779,42,342
15785,4/17/20,,Belgium,4/17/20 23:38,36138,5163,7961
15786,4/17/20,,Belize,4/17/20 23:38,18,2,0
15787,4/17/20,,Benin,4/17/20 23:38,35,1,18
15788,4/17/20,,Bhutan,4/17/20 23:38,5,0,2
15789,4/17/20,,Bolivia,4/17/20 23:38,465,31,26
15790,4/17/20,,Bosnia and Herzegovina,4/17/20 23:38,1214,46,320
15791,4/17/20,,Botswana,4/17/20 23:38,15,1,0
15792,4/17/20,,Brazil,4/17/20 23:38,33682,2141,14026
15793,4/17/20,,Brunei,4/17/20 23:38,136,1,112
15794,4/17/20,,Bulgaria,4/17/20 23:38,846,41,141
15795,4/17/20,,Burkina Faso,4/17/20 23:38,557,35,294
15796,4/17/20,,Burma,4/17/20 23:38,88,4,5
15797,4/17/20,,Burundi,4/17/20 23:38,5,1,0
15798,4/17/20,,Cabo Verde,4/17/20 23:38,56,1,1
15799,4/17/20,,Cambodia,4/17/20 23:38,122,0,98
15800,4/17/20,,Cameroon,4/17/20 23:38,996,22,164
15801,4/17/20,,Central African Republic,4/17/20 23:38,12,0,4
15802,4/17/20,,Chad,4/17/20 23:38,27,0,5
15803,4/17/20,,Chile,4/17/20 23:38,9252,116,3621
15804,4/17/20,,Colombia,4/17/20 23:38,3439,153,634
15805,4/17/20,,Congo (Brazzaville),4/17/20 23:38,143,6,11
15806,4/17/20,,Congo (Kinshasa),4/17/20 23:38,287,23,25
15807,4/17/20,,Costa Rica,4/17/20 23:38,649,4,88
15808,4/17/20,,Croatia,4/17/20 23:38,1814,36,600
15809,4/17/20,,Cuba,4/17/20 23:38,923,31,192
15810,4/17/20,,Cyprus,4/17/20 23:38,750,12,77
15811,4/17/20,,Czech Republic,4/17/20 23:38,6549,173,1174
15812,4/17/20,,Denmark,4/17/20 23:38,7073,336,3389
15813,4/17/20,,Diamond Princess,4/17/20 23:38,712,13,644
15814,4/17/20,,Djibouti,4/17/20 23:38,732,2,76
15815,4/17/20,,Dominica,4/17/20 23:38,16,0,8
15816,4/17/20,,Dominican Republic,4/17/20 23:38,4126,200,268
15817,4/17/20,,Ecuador,4/17/20 23:38,8450,421,838
15818,4/17/20,,Egypt,4/17/20 23:38,2844,205,646
15819,4/17/20,,El Salvador,4/17/20 23:38,177,7,38
15820,4/17/20,,Equatorial Guinea,4/17/20 23:38,79,0,4
15821,4/17/20,,Eritrea,4/17/20 23:38,35,0,0
15822,4/17/20,,Estonia,4/17/20 23:38,1459,38,145
15823,4/17/20,,Eswatini,4/17/20 23:38,16,1,8
15824,4/17/20,,Ethiopia,4/17/20 23:38,96,3,15
15825,4/17/20,,Fiji,4/17/20 23:38,17,0,0
15826,4/17/20,,Finland,4/17/20 23:38,3489,82,1700
15827,4/17/20,,France,4/17/20 23:38,147969,18681,34420
15828,4/17/20,,Gabon,4/17/20 23:38,108,1,7
15829,4/17/20,,Gambia,4/17/20 23:38,9,1,2
15830,4/17/20,,Georgia,4/17/20 23:38,370,3,79
15831,4/17/20,,Germany,4/17/20 23:38,141397,4352,83114
15832,4/17/20,,Ghana,4/17/20 23:38,641,8,83
15833,4/17/20,,Greece,4/17/20 23:38,2224,108,269
15834,4/17/20,,Grenada,4/17/20 23:38,14,0,6
15835,4/17/20,,Guatemala,4/17/20 23:38,214,7,21
15836,4/17/20,,Guinea,4/17/20 23:38,477,3,59
15837,4/17/20,,Guinea-Bissau,4/17/20 23:38,43,0,0
15838,4/17/20,,Guyana,4/17/20 23:38,63,6,9
15839,4/17/20,,Haiti,4/17/20 23:38,43,3,0
15840,4/17/20,,Holy See,4/17/20 23:38,8,0,2
15841,4/17/20,,Honduras,4/17/20 23:38,442,41,10
15842,4/17/20,,Hungary,4/17/20 23:38,1763,156,207
15843,4/17/20,,Iceland,4/17/20 23:38,1754,9,1224
15844,4/17/20,,India,4/17/20 23:38,14352,486,2041
15845,4/17/20,,Indonesia,4/17/20 23:38,5923,520,607
15846,4/17/20,,Iran,4/17/20 23:38,79494,4958,54064
15847,4/17/20,,Iraq,4/17/20 23:38,1482,81,906
15848,4/17/20,,Ireland,4/17/20 23:38,13980,530,77
15849,4/17/20,,Israel,4/17/20 23:38,12982,151,3126
15850,4/17/20,,Italy,4/17/20 23:38,172434,22745,42727
15851,4/17/20,,Ivory Coast,4/17/20 23:38,688,6,193
15852,4/17/20,,Jamaica,4/17/20 23:38,143,5,25
15853,4/17/20,,Japan,4/17/20 23:38,9787,190,935
15854,4/17/20,,Jordan,4/17/20 23:38,407,7,265
15855,4/17/20,,Kazakhstan,4/17/20 23:38,1546,17,347
15856,4/17/20,,Kenya,4/17/20 23:38,246,11,53
15857,4/17/20,,Kosovo,4/17/20 23:38,480,12,84
15858,4/17/20,,Kuwait,4/17/20 23:38,1658,5,258
15859,4/17/20,,Kyrgyzstan,4/17/20 23:38,489,5,114
15860,4/17/20,,Laos,4/17/20 23:38,19,0,2
15861,4/17/20,,Latvia,4/17/20 23:38,682,5,88
15862,4/17/20,,Lebanon,4/17/20 23:38,668,21,86
15863,4/17/20,,Liberia,4/17/20 23:38,76,7,7
15864,4/17/20,,Libya,4/17/20 23:38,49,1,11
15865,4/17/20,,Liechtenstein,4/17/20 23:38,79,1,55
15866,4/17/20,,Lithuania,4/17/20 23:38,1149,33,210
15867,4/17/20,,Luxembourg,4/17/20 23:38,3480,72,579
15868,4/17/20,,MS Zaandam,4/17/20 23:38,9,2,0
15869,4/17/20,,Madagascar,4/17/20 23:38,117,0,33
15870,4/17/20,,Malawi,4/17/20 23:38,17,2,3
15871,4/17/20,,Malaysia,4/17/20 23:38,5251,86,2967
15872,4/17/20,,Maldives,4/17/20 23:38,28,0,16
15873,4/17/20,,Mali,4/17/20 23:38,171,13,34
15874,4/17/20,,Malta,4/17/20 23:38,422,3,91
15875,4/17/20,,Mauritania,4/17/20 23:38,7,1,2
15876,4/17/20,,Mauritius,4/17/20 23:38,324,9,108
15877,4/17/20,,Mexico,4/17/20 23:38,6297,486,2125
15878,4/17/20,,Moldova,4/17/20 23:38,2264,56,276
15879,4/17/20,,Monaco,4/17/20 23:38,94,3,20
15880,4/17/20,,Mongolia,4/17/20 23:38,31,0,5
15881,4/17/20,,Montenegro,4/17/20 23:38,303,5,55
15882,4/17/20,,Morocco,4/17/20 23:38,2564,135,281
15883,4/17/20,,Mozambique,4/17/20 23:38,34,0,2
15884,4/17/20,,Namibia,4/17/20 23:38,16,0,4
15885,4/17/20,,Nepal,4/17/20 23:38,30,0,2
15886,4/17/20,,Netherlands,4/17/20 23:38,30449,3459,250
15887,4/17/20,,New Zealand,4/17/20 23:38,1409,11,816
15888,4/17/20,,Nicaragua,4/17/20 23:38,9,1,4
15889,4/17/20,,Niger,4/17/20 23:38,627,18,110
15890,4/17/20,,Nigeria,4/17/20 23:38,493,17,159
15891,4/17/20,,North Macedonia,4/17/20 23:38,1117,49,139
15892,4/17/20,,Norway,4/17/20 23:38,6937,161,32
15893,4/17/20,,Oman,4/17/20 23:38,1069,6,176
15894,4/17/20,,Pakistan,4/17/20 23:38,7025,135,1765
15895,4/17/20,,Panama,4/17/20 23:38,4016,109,98
15896,4/17/20,,Papua New Guinea,4/17/20 23:38,7,0,0
15897,4/17/20,,Paraguay,4/17/20 23:38,199,8,30
15898,4/17/20,,Peru,4/17/20 23:38,13489,300,6541
15899,4/17/20,,Philippines,4/17/20 23:38,5878,387,487
15900,4/17/20,,Poland,4/17/20 23:38,8379,332,866
15901,4/17/20,,Portugal,4/17/20 23:38,19022,657,519
15902,4/17/20,,Qatar,4/17/20 23:38,4663,7,464
15903,4/17/20,,Romania,4/17/20 23:38,8067,411,1508
15904,4/17/20,,Russia,4/17/20 23:38,32008,273,2590
15905,4/17/20,,Rwanda,4/17/20 23:38,143,0,65
15906,4/17/20,,Saint Kitts and Nevis,4/17/20 23:38,14,0,0
15907,4/17/20,,Saint Lucia,4/17/20 23:38,15,0,11
15908,4/17/20,,Saint Vincent and the Grenadines,4/17/20 23:38,12,0,1
15909,4/17/20,,San Marino,4/17/20 23:38,435,39,57
15910,4/17/20,,Sao Tome and Principe,4/17/20 23:38,4,0,0
15911,4/17/20,,Saudi Arabia,4/17/20 23:38,7142,87,1049
15912,4/17/20,,Senegal,4/17/20 23:38,342,2,198
15913,4/17/20,,Serbia,4/17/20 23:38,5690,110,534
15914,4/17/20,,Seychelles,4/17/20 23:38,11,0,5
15915,4/17/20,,Sierra Leone,4/17/20 23:38,26,0,0
15916,4/17/20,,Singapore,4/17/20 23:38,5050,11,708
15917,4/17/20,,Slovakia,4/17/20 23:38,1049,9,175
15918,4/17/20,,Slovenia,4/17/20 23:38,1304,66,174
15919,4/17/20,,Somalia,4/17/20 23:38,116,6,2
15920,4/17/20,,South Africa,4/17/20 23:38,2783,50,903
15921,4/17/20,,South Korea,4/17/20 23:38,10635,230,7829
15922,4/17/20,,South Sudan,4/17/20 23:38,4,0,0
15923,4/17/20,,Spain,4/17/20 23:38,190839,20002,74797
15924,4/17/20,,Sri Lanka,4/17/20 23:38,244,7,77
15925,4/17/20,,Sudan,4/17/20 23:38,33,6,4
15926,4/17/20,,Suriname,4/17/20 23:38,10,1,6
15927,4/17/20,,Sweden,4/17/20 23:38,13216,1400,550
15928,4/17/20,,Switzerland,4/17/20 23:38,27078,1327,16400
15929,4/17/20,,Syria,4/17/20 23:38,38,2,5
15930,4/17/20,,Taiwan,4/17/20 23:38,395,6,166
15931,4/17/20,,Tanzania,4/17/20 23:38,147,5,11
15932,4/17/20,,Thailand,4/17/20 23:38,2700,47,1689
15933,4/17/20,,Timor-Leste,4/17/20 23:38,18,0,1
15934,4/17/20,,Togo,4/17/20 23:38,83,5,48
15935,4/17/20,,Trinidad and Tobago,4/17/20 23:38,114,8,20
15936,4/17/20,,Tunisia,4/17/20 23:38,864,37,43
15937,4/17/20,,Turkey,4/17/20 23:38,78546,1769,8631
15938,4/17/20,,UK,4/17/20 23:38,108692,14576,0
15939,4/17/20,,Uganda,4/17/20 23:38,56,0,20
15940,4/17/20,,Ukraine,4/17/20 23:38,4662,125,246
15941,4/17/20,,United Arab Emirates,4/17/20 23:38,6302,37,1188
15942,4/17/20,,Uruguay,4/17/20 23:38,502,9,286
15943,4/17/20,,Uzbekistan,4/17/20 23:38,1405,4,156
15944,4/17/20,,Venezuela,4/17/20 23:38,204,9,111
15945,4/17/20,,Vietnam,4/17/20 23:38,268,0,198
15946,4/17/20,,West Bank and Gaza,4/17/20 23:38,402,2,69
15947,4/17/20,,Western Sahara,4/17/20 23:38,6,0,0
15948,4/17/20,,Yemen,4/17/20 23:38,1,0,0
15949,4/17/20,,Zambia,4/17/20 23:38,52,2,30
15950,4/17/20,,Zimbabwe,4/17/20 23:38,24,3,2
15951,4/17/20,Alabama,US,4/17/20 23:38,4571,148,0
15952,4/17/20,Alaska,US,4/17/20 23:38,309,9,0
15953,4/17/20,Alberta,Canada,4/17/20 23:38,2397,50,0
15954,4/17/20,Anguilla,UK,4/17/20 23:38,3,0,1
15955,4/17/20,Anhui,Mainland China,4/17/20 23:38,991,6,984
15956,4/17/20,Arizona,US,4/17/20 23:38,4511,169,0
15957,4/17/20,Arkansas,US,4/17/20 23:38,1695,37,0
15958,4/17/20,Aruba,Netherlands,4/17/20 23:38,96,2,43
15959,4/17/20,Australian Capital Territory,Australia,4/17/20 23:38,103,3,81
15960,4/17/20,Beijing,Mainland China,4/17/20 23:38,593,8,509
15961,4/17/20,Bermuda,UK,4/17/20 23:38,83,5,35
15962,4/17/20,"Bonaire, Sint Eustatius and Saba",Netherlands,4/17/20 23:38,3,0,0
15963,4/17/20,British Columbia,Canada,4/17/20 23:38,1575,77,0
15964,4/17/20,British Virgin Islands,UK,4/17/20 23:38,4,0,2
15965,4/17/20,California,US,4/17/20 23:38,29157,1037,0
15966,4/17/20,Cayman Islands,UK,4/17/20 23:38,61,1,7
15967,4/17/20,Channel Islands,UK,4/17/20 23:38,470,20,73
15968,4/17/20,Chongqing,Mainland China,4/17/20 23:38,579,6,570
15969,4/17/20,Colorado,US,4/17/20 23:38,8691,372,0
15970,4/17/20,Connecticut,US,4/17/20 23:38,16809,1036,0
15971,4/17/20,Curacao,Netherlands,4/17/20 23:38,14,1,10
15972,4/17/20,Delaware,US,4/17/20 23:38,2317,61,0
15973,4/17/20,Diamond Princess cruise ship,US,4/17/20 23:38,49,0,0
15974,4/17/20,District of Columbia,US,4/17/20 23:38,2476,86,0
15975,4/17/20,Falkland Islands (Malvinas),UK,4/17/20 23:38,11,0,1
15976,4/17/20,Faroe Islands,Denmark,4/17/20 23:38,184,0,171
15977,4/17/20,Florida,US,4/17/20 23:38,24759,725,0
15978,4/17/20,French Guiana,France,4/17/20 23:38,96,0,61
15979,4/17/20,French Polynesia,France,4/17/20 23:38,55,0,0
15980,4/17/20,Fujian,Mainland China,4/17/20 23:38,354,1,334
15981,4/17/20,Gansu,Mainland China,4/17/20 23:38,139,2,137
15982,4/17/20,Georgia,US,4/17/20 23:38,17194,650,0
15983,4/17/20,Gibraltar,UK,4/17/20 23:38,132,0,105
15984,4/17/20,Grand Princess,Canada,4/17/20 23:38,13,0,0
15985,4/17/20,Grand Princess,US,4/17/20 23:38,103,0,0
15986,4/17/20,Greenland,Denmark,4/17/20 23:38,11,0,11
15987,4/17/20,Guadeloupe,France,4/17/20 23:38,145,8,67
15988,4/17/20,Guam,US,4/17/20 23:38,136,5,0
15989,4/17/20,Guangdong,Mainland China,4/17/20 23:38,1577,8,1475
15990,4/17/20,Guangxi,Mainland China,4/17/20 23:38,254,2,252
15991,4/17/20,Guizhou,Mainland China,4/17/20 23:38,146,2,144
15992,4/17/20,Hainan,Mainland China,4/17/20 23:38,168,6,162
15993,4/17/20,Hawaii,US,4/17/20 23:38,541,9,0
15994,4/17/20,Hebei,Mainland China,4/17/20 23:38,328,6,316
15995,4/17/20,Heilongjiang,Mainland China,4/17/20 23:38,872,13,471
15996,4/17/20,Henan,Mainland China,4/17/20 23:38,1276,22,1254
15997,4/17/20,Hong Kong,Hong Kong,4/17/20 23:38,1021,4,533
15998,4/17/20,Hubei,Mainland China,4/17/20 23:38,68128,4512,63487
15999,4/17/20,Hunan,Mainland China,4/17/20 23:38,1019,4,1014
16000,4/17/20,Idaho,US,4/17/20 23:38,1609,41,0
16001,4/17/20,Illinois,US,4/17/20 23:38,27578,1132,0
16002,4/17/20,Indiana,US,4/17/20 23:38,10154,522,0
16003,4/17/20,Inner Mongolia,Mainland China,4/17/20 23:38,193,1,103
16004,4/17/20,Iowa,US,4/17/20 23:38,2332,64,0
16005,4/17/20,Isle of Man,UK,4/17/20 23:38,291,4,169
16006,4/17/20,Jiangsu,Mainland China,4/17/20 23:38,653,0,643
16007,4/17/20,Jiangxi,Mainland China,4/17/20 23:38,937,1,936
16008,4/17/20,Jilin,Mainland China,4/17/20 23:38,102,1,97
16009,4/17/20,Kansas,US,4/17/20 23:38,1730,82,0
16010,4/17/20,Kentucky,US,4/17/20 23:38,2522,137,0
16011,4/17/20,Liaoning,Mainland China,4/17/20 23:38,146,2,140
16012,4/17/20,Louisiana,US,4/17/20 23:38,23118,1213,0
16013,4/17/20,Macau,Macau,4/17/20 23:38,45,0,16
16014,4/17/20,Maine,US,4/17/20 23:38,827,29,0
16015,4/17/20,Manitoba,Canada,4/17/20 23:38,250,5,0
16016,4/17/20,Martinique,France,4/17/20 23:38,158,8,73
16017,4/17/20,Maryland,US,4/17/20 23:38,11572,334,0
16018,4/17/20,Massachusetts,US,4/17/20 23:38,34402,1245,0
16019,4/17/20,Mayotte,France,4/17/20 23:38,245,4,117
16020,4/17/20,Michigan,US,4/17/20 23:38,30023,2227,0
16021,4/17/20,Minnesota,US,4/17/20 23:38,2070,111,0
16022,4/17/20,Mississippi,US,4/17/20 23:38,3793,140,0
16023,4/17/20,Missouri,US,4/17/20 23:38,5371,184,0
16024,4/17/20,Montana,US,4/17/20 23:38,422,8,0
16025,4/17/20,Montserrat,UK,4/17/20 23:38,11,0,1
16026,4/17/20,Nebraska,US,4/17/20 23:38,1066,24,0
16027,4/17/20,Nevada,US,4/17/20 23:38,3524,142,0
16028,4/17/20,New Brunswick,Canada,4/17/20 23:38,117,0,0
16029,4/17/20,New Caledonia,France,4/17/20 23:38,18,0,14
16030,4/17/20,New Hampshire,US,4/17/20 23:38,1287,37,0
16031,4/17/20,New Jersey,US,4/17/20 23:38,78467,3840,0
16032,4/17/20,New Mexico,US,4/17/20 23:38,1597,44,0
16033,4/17/20,New South Wales,Australia,4/17/20 23:38,2926,26,1379
16034,4/17/20,New York,US,4/17/20 23:38,230597,17131,0
16035,4/17/20,Newfoundland and Labrador,Canada,4/17/20 23:38,256,3,0
16036,4/17/20,Ningxia,Mainland China,4/17/20 23:38,75,0,75
16037,4/17/20,North Carolina,US,4/17/20 23:38,6045,177,0
16038,4/17/20,North Dakota,US,4/17/20 23:38,393,9,0
16039,4/17/20,Northern Mariana Islands,US,4/17/20 23:38,13,2,0
16040,4/17/20,Northern Territory,Australia,4/17/20 23:38,28,0,9
16041,4/17/20,Northwest Territories,Canada,4/17/20 23:38,5,0,0
16042,4/17/20,Nova Scotia,Canada,4/17/20 23:38,606,4,0
16043,4/17/20,Ohio,US,4/17/20 23:38,9107,418,0
16044,4/17/20,Oklahoma,US,4/17/20 23:38,2465,136,0
16045,4/17/20,Ontario,Canada,4/17/20 23:38,10456,524,0
16046,4/17/20,Oregon,US,4/17/20 23:38,1785,70,0
16047,4/17/20,Pennsylvania,US,4/17/20 23:38,29888,921,0
16048,4/17/20,Prince Edward Island,Canada,4/17/20 23:38,26,0,0
16049,4/17/20,Puerto Rico,US,4/17/20 23:38,1068,58,0
16050,4/17/20,Qinghai,Mainland China,4/17/20 23:38,18,0,18
16051,4/17/20,Quebec,Canada,4/17/20 23:38,16798,688,0
16052,4/17/20,Queensland,Australia,4/17/20 23:38,1007,5,442
16053,4/17/20,Recovered,Canada,4/17/20 23:38,0,0,10545
16054,4/17/20,Recovered,US,4/17/20 23:38,0,0,58545
16055,4/17/20,Reunion,France,4/17/20 23:38,402,0,237
16056,4/17/20,Rhode Island,US,4/17/20 23:38,4177,118,0
